"X-location","Z-location","Log App. Resistivity"
        4.500        -1.536       1.6150
        7.500        -1.536       1.6372
       10.500        -1.536       1.6286
       13.500        -1.536       1.5597
       16.500        -1.536       1.5544
       19.500        -1.536       1.4997
       22.500        -1.536       1.5177
       25.500        -1.536       1.5018
       28.500        -1.536       1.5411
       31.500        -1.536       1.5337
       34.500        -1.536       1.5783
       37.500        -1.536       1.5572
       40.500        -1.536       1.6444
       43.500        -1.536       1.6154
       46.500        -1.536       1.6167
       49.500        -1.536       1.5963
       61.500        -1.536       1.5471
       64.500        -1.536       1.6382
       67.500        -1.536       1.6299
       70.500        -1.536       1.6939
       73.500        -1.536       1.6244
       76.500        -1.536       1.7110
       79.500        -1.536       1.6891
       82.500        -1.536       1.7074
       85.500        -1.536       1.6772
       88.500        -1.536       1.7106
       91.500        -1.536       1.7665
       94.500        -1.536       1.7297
       97.500        -1.536       1.7779
      100.500        -1.536       1.7565
      103.500        -1.536       1.7399
      106.500        -1.536       1.7041
      109.500        -1.536       1.6883
      112.500        -1.536       1.6479
      115.500        -1.536       1.6449
      118.500        -1.536       1.6827
      121.500        -1.536       1.6836
      124.500        -1.536       1.6708
      127.500        -1.536       1.6574
      130.500        -1.536       1.6487
      133.500        -1.536       1.6166
      136.500        -1.536       1.6203
      139.500        -1.536       1.5710
      142.500        -1.536       1.5931
      145.500        -1.536       1.5522
      148.500        -1.536       1.5589
      151.500        -1.536       1.5387
      169.500        -1.536       1.5656
      172.500        -1.536       1.4481
      175.500        -1.536       1.5645
      178.500        -1.536       1.5998
      181.500        -1.536       1.6457
      184.500        -1.536       1.6337
      187.500        -1.536       1.5435
        9.000        -3.072       1.7717
       12.000        -3.072       1.7329
       15.000        -3.072       1.6658
       18.000        -3.072       1.6327
       21.000        -3.072       1.6076
       24.000        -3.072       1.5963
       27.000        -3.072       1.6089
       30.000        -3.072       1.6321
       33.000        -3.072       1.6231
       36.000        -3.072       1.6001
       39.000        -3.072       1.6172
       42.000        -3.072       1.6456
       45.000        -3.072       1.7227
       48.000        -3.072       1.7501
       63.000        -3.072       1.6098
       66.000        -3.072       1.6212
       69.000        -3.072       1.6788
       72.000        -3.072       1.6271
       75.000        -3.072       1.6318
       78.000        -3.072       1.7009
       81.000        -3.072       1.7171
       84.000        -3.072       1.6545
       87.000        -3.072       1.6706
       90.000        -3.072       1.7316
       93.000        -3.072       1.7301
       96.000        -3.072       1.6944
       99.000        -3.072       1.7003
      102.000        -3.072       1.7079
      105.000        -3.072       1.7000
      108.000        -3.072       1.7045
      111.000        -3.072       1.6689
      114.000        -3.072       1.6265
      117.000        -3.072       1.6594
      120.000        -3.072       1.7072
      123.000        -3.072       1.6902
      126.000        -3.072       1.6553
      129.000        -3.072       1.6476
      132.000        -3.072       1.6532
      135.000        -3.072       1.6403
      138.000        -3.072       1.6150
      141.000        -3.072       1.5851
      144.000        -3.072       1.5647
      147.000        -3.072       1.5656
      174.000        -3.072       1.5116
      177.000        -3.072       1.6327
      180.000        -3.072       1.6043
      183.000        -3.072       1.3797
      186.000        -3.072       1.4606
      189.000        -3.072       1.5995
       13.500        -4.608       1.7861
       16.500        -4.608       1.7187
       19.500        -4.608       1.6849
       22.500        -4.608       1.6678
       25.500        -4.608       1.6933
       28.500        -4.608       1.6779
       31.500        -4.608       1.6639
       34.500        -4.608       1.6082
       37.500        -4.608       1.6053
       40.500        -4.608       1.6665
       43.500        -4.608       1.7664
       46.500        -4.608       1.7158
       49.500        -4.608       1.6211
       52.500        -4.608       1.5201
       55.500        -4.608       1.5726
       58.500        -4.608       1.6394
       61.500        -4.608       1.7445
       64.500        -4.608       1.6794
       67.500        -4.608       1.6320
