6,0,16.08
10,0,7.348
14,0,22.39
18,0,19.68
22,0,32.91
26,0,7.94
30,0,7.687
34,0,13.54
38,0,21.25
42,0,24.94
46,0,18.76
50,0,23.76
54,0,46.13
58,0,110.58
62,0,56.61
66,0,67.02
70,0,106.06
74,0,16.89
78,0,47.77
82,0,99.06
86,0,366.35
90,0,73.36
94,0,13.75
98,0,21.45
102,0,44.92
106,0,33.65
110,0,99.32
114,0,649.78
118,0,112.79
122,0,11.76
126,0,58.89
130,0,43.43
134,0,67.3
138,0,20.4
142,0,18.19
146,0,19.55
150,0,17.95
154,0,16.91
158,0,20.95
162,0,5.487
166,0,34.13
170,0,433.81
174,0,173.06
178,0,105.03
182,0,62.3
186,0,32.5
190,0,24.5
194,0,20.91
198,0,23.32
202,0,16.19
206,0,13.44
210,0,16.78
214,0,27.48
218,0,74.03
222,0,385.76
226,0,655.91
230,0,86.5
6,-0.5,16.08
10,-0.5,7.348
14,-0.5,22.39
18,-0.5,19.68
22,-0.5,32.91
26,-0.5,7.94
30,-0.5,7.687
34,-0.5,13.54
38,-0.5,21.25
42,-0.5,24.94
46,-0.5,18.76
50,-0.5,23.76
54,-0.5,46.13
58,-0.5,110.58
62,-0.5,56.61
66,-0.5,67.02
70,-0.5,106.06
74,-0.5,16.89
78,-0.5,47.77
82,-0.5,99.06
86,-0.5,366.35
90,-0.5,73.36
94,-0.5,13.75
98,-0.5,21.45
102,-0.5,44.92
106,-0.5,33.65
110,-0.5,99.32
114,-0.5,649.78
118,-0.5,112.79
122,-0.5,11.76
126,-0.5,58.89
130,-0.5,43.43
134,-0.5,67.3
138,-0.5,20.4
142,-0.5,18.19
146,-0.5,19.55
150,-0.5,17.95
154,-0.5,16.91
158,-0.5,20.95
162,-0.5,5.487
166,-0.5,34.13
170,-0.5,433.81
174,-0.5,173.06
178,-0.5,105.03
182,-0.5,62.3
186,-0.5,32.5
190,-0.5,24.5
194,-0.5,20.91
198,-0.5,23.32
202,-0.5,16.19
206,-0.5,13.44
210,-0.5,16.78
214,-0.5,27.48
218,-0.5,74.03
222,-0.5,385.76
226,-0.5,655.91
230,-0.5,86.5
6,-1,16.08
10,-1,7.348
14,-1,22.39
18,-1,19.68
22,-1,32.91
26,-1,7.94
30,-1,7.687
34,-1,13.54
38,-1,21.25
42,-1,24.94
46,-1,18.76
50,-1,23.76
54,-1,46.13
58,-1,110.58
62,-1,56.61
66,-1,67.02
70,-1,106.06
74,-1,16.89
78,-1,47.77
82,-1,99.06
86,-1,366.35
90,-1,73.36
94,-1,13.75
98,-1,21.45
102,-1,44.92
106,-1,33.65
110,-1,99.32
114,-1,649.78
118,-1,112.79
122,-1,11.76
126,-1,58.89
130,-1,43.43
134,-1,67.3
138,-1,20.4
142,-1,18.19
146,-1,19.55
150,-1,17.95
154,-1,16.91
158,-1,20.95
162,-1,5.487
166,-1,34.13
170,-1,433.81
174,-1,173.06
178,-1,105.03
182,-1,62.3
186,-1,32.5
190,-1,24.5
194,-1,20.91
198,-1,23.32
202,-1,16.19
206,-1,13.44
210,-1,16.78
214,-1,27.48
218,-1,74.03
222,-1,385.76
226,-1,655.91
230,-1,86.5
6,-3,143.86
10,-3,18.83
14,-3,14.12
18,-3,16.06
22,-3,33.28
26,-3,40.25
30,-3,22.1
34,-3,17.02
38,-3,51.35
42,-3,13.51
46,-3,63.05
50,-3,179.45
54,-3,42.46
58,-3,17.14
62,-3,99.31
66,-3,44.11
70,-3,53.28
74,-3,151.79
78,-3,16.57
82,-3,16
86,-3,9.796
90,-3,0.544
94,-3,1062.3
98,-3,491.84
102,-3,17.4
106,-3,8.534
110,-3,13.22
114,-3,3.828
118,-3,7.247
122,-3,22.07
126,-3,43.18
130,-3,18.36
134,-3,1.801
138,-3,97.95
142,-3,711.6
146,-3,38.51
150,-3,37.08
154,-3,2.231
158,-3,7.803
162,-3,0.35
166,-3,63.64
170,-3,2.79
174,-3,20.34
178,-3,15.39
182,-3,21.47
186,-3,83.12
190,-3,778.18
194,-3,217.41
198,-3,93.19
202,-3,779.46
206,-3,344.71
210,-3,161.65
214,-3,26.44
218,-3,22.98
222,-3,20.38
226,-3,107.56
230,-3,146.06
6,-5.1,131.57
8,-5.1,131.57
10,-5.1,131.57
14,-5.1,22.61
18,-5.1,22.35
22,-5.1,61.23
26,-5.1,132.61
30,-5.1,92.53
34,-5.1,43.64
38,-5.1,34.7
42,-5.1,14.81
46,-5.1,35.07
50,-5.1,70.6
54,-5.1,78.04
58,-5.1,41.29
62,-5.1,57.85
66,-5.1,18.55
70,-5.1,31.32
74,-5.1,53.2
78,-5.1,21.33
82,-5.1,36.58
86,-5.1,1.793
90,-5.1,0.984
94,-5.1,172.22
98,-5.1,311.11
102,-5.1,38.77
106,-5.1,17.62
110,-5.1,7.584
114,-5.1,0.743
118,-5.1,1.429
122,-5.1,2.578
126,-5.1,8.232
130,-5.1,8.144
134,-5.1,6.093
138,-5.1,63.08
142,-5.1,305.04
146,-5.1,59.8
150,-5.1,38.22
154,-5.1,10.89
158,-5.1,31.36
162,-5.1,4.218
166,-5.1,78.43
170,-5.1,2.071
174,-5.1,25.07
178,-5.1,48.99
182,-5.1,31.1
186,-5.1,26.09
190,-5.1,62.31
194,-5.1,29.82
198,-5.1,15.68
202,-5.1,96.57
206,-5.1,73.53
210,-5.1,80.06
214,-5.1,67.18
218,-5.1,53.52
222,-5.1,24.57
226,-5.1,47.74
228,-5.1,47.74
230,-5.1,47.74
6,-7.41,85.64
10,-7.41,85.64
14,-7.41,85.64
18,-7.41,45.33
22,-7.41,89.89
26,-7.41,197.62
30,-7.41,182.97
34,-7.41,82.08
38,-7.41,31.14
42,-7.41,15.45
46,-7.41,17.78
50,-7.41,25.43
54,-7.41,108.11
58,-7.41,90.78
62,-7.41,44.36
66,-7.41,13.54
70,-7.41,15.25
74,-7.41,22.84
78,-7.41,53.06
82,-7.41,102.34
86,-7.41,11.26
90,-7.41,3.657
94,-7.41,11.56
98,-7.41,40.78
102,-7.41,38.08
106,-7.41,31.08
110,-7.41,17.07
114,-7.41,2.071
118,-7.41,1.578
122,-7.41,1.308
126,-7.41,2.736
130,-7.41,2.825
134,-7.41,2.439
138,-7.41,6.245
142,-7.41,18.09
146,-7.41,12.37
150,-7.41,10.13
154,-7.41,13.03
158,-7.41,68.76
162,-7.41,21.44
166,-7.41,19.63
170,-7.41,1.175
