147.500,55,1.90909,35.129
132.500,45,2.11111,81.994
127.500,45,2.00000,121.458
122.500,45,1.88889,32.907
107.500,35,2.14286,160.993
102.500,35,2.00000,140.788
97.500,35,1.85714,132.221
87.500,25,2.40000,121.468
82.500,25,2.20000,121.417
77.500,25,2.00000,124.251
72.500,25,1.80000,127.593
62.500,15,2.66667,119.261
57.500,15,2.33333,112.182
52.500,15,2.00000,159.568
47.500,15,1.66667,167.859
37.500,5,4.00000,195.382
32.500,5,3.00000,227.516
27.500,5,2.00000,254.195
22.500,5,1.00000,299.955
207.500,75,2.00000,63.070
202.500,75,1.93333,74.016
192.500,65,2.15385,79.415
187.500,65,2.07692,52.436
167.500,55,2.18182,90.159
162.500,55,2.09091,126.713
157.500,55,2.00000,97.091
152.500,55,1.90909,74.647
142.500,45,2.22222,106.583
137.500,45,2.11111,116.170
132.500,45,2.00000,128.578
127.500,45,1.88889,135.689
107.500,35,2.00000,157.121
102.500,35,1.85714,143.127
92.500,25,2.40000,123.212
87.500,25,2.20000,123.923
82.500,25,2.00000,139.166
77.500,25,1.80000,130.535
67.500,15,2.66667,122.574
62.500,15,2.33333,124.589
57.500,15,2.00000,159.658
52.500,15,1.66667,181.790
42.500,5,4.00000,162.404
37.500,5,3.00000,227.630
32.500,5,2.00000,285.249
27.500,5,1.00000,259.257
212.500,75,2.00000,63.586
207.500,75,1.93333,87.737
197.500,65,2.15385,58.765
192.500,65,2.07692,61.316
187.500,65,2.00000,29.233
172.500,55,2.18182,78.825
167.500,55,2.09091,142.791
162.500,55,2.00000,43.098
157.500,55,1.90909,269.330
147.500,45,2.22222,73.146
142.500,45,2.11111,86.938
137.500,45,2.00000,68.861
132.500,45,1.88889,138.949
122.500,35,2.28571,90.128
112.500,35,2.00000,185.016
107.500,35,1.85714,159.560
97.500,25,2.40000,124.278
92.500,25,2.20000,119.522
87.500,25,2.00000,128.325
82.500,25,1.80000,142.320
72.500,15,2.66667,119.011
67.500,15,2.33333,123.312
62.500,15,2.00000,133.351
57.500,15,1.66667,180.792
47.500,5,4.00000,215.906
42.500,5,3.00000,187.674
37.500,5,2.00000,252.867
32.500,5,1.00000,286.673
217.500,75,2.00000,69.941
212.500,75,1.93333,67.162
202.500,65,2.15385,64.622
197.500,65,2.07692,57.456
192.500,65,2.00000,22.506
187.500,65,1.92308,46.843
172.500,55,2.09091,61.770
167.500,55,2.00000,106.103
162.500,55,1.90909,54.611
152.500,45,2.22222,68.261
147.500,45,2.11111,73.965
142.500,45,2.00000,76.247
137.500,45,1.88889,100.181
127.500,35,2.28571,167.720
112.500,35,1.85714,175.319
102.500,25,2.40000,118.405
97.500,25,2.20000,114.110
92.500,25,2.00000,107.913
87.500,25,1.80000,143.835
77.500,15,2.66667,114.602
72.500,15,2.33333,113.525
67.500,15,2.00000,116.237
62.500,15,1.66667,155.098
52.500,5,4.00000,228.182
47.500,5,3.00000,228.102
42.500,5,2.00000,192.251
37.500,5,1.00000,245.856
222.500,75,2.00000,100.404
217.500,75,1.93333,58.543
202.500,65,2.07692,48.304
197.500,65,2.00000,19.406
172.500,55,2.00000,258.461
152.500,45,2.11111,27.088
132.500,35,2.28571,44.457
117.500,35,1.85714,121.236
107.500,25,2.40000,120.196
102.500,25,2.20000,127.064
97.500,25,2.00000,122.956
92.500,25,1.80000,132.670
82.500,15,2.66667,123.684
77.500,15,2.33333,133.195
72.500,15,2.00000,122.926
67.500,15,1.66667,150.150
57.500,5,4.00000,236.595
52.500,5,3.00000,282.190
47.500,5,2.00000,300.177
42.500,5,1.00000,205.472
227.500,75,2.00000,77.739
222.500,75,1.93333,73.715
212.500,65,2.15385,64.396
207.500,65,2.07692,114.452
202.500,65,2.00000,66.968
197.500,65,1.92308,61.257
172.500,55,1.90909,102.731
157.500,45,2.11111,75.195
152.500,45,2.00000,78.544
147.500,45,1.88889,80.141
137.500,35,2.28571,132.637
132.500,35,2.14286,191.540
112.500,25,2.40000,160.463
107.500,25,2.20000,134.336
102.500,25,2.00000,130.728
97.500,25,1.80000,131.088
87.500,15,2.66667,155.601
82.500,15,2.33333,148.482
77.500,15,2.00000,157.306
72.500,15,1.66667,156.372
62.500,5,4.00000,246.763
57.500,5,3.00000,292.725
52.500,5,2.00000,317.657
47.500,5,1.00000,299.053
232.500,75,2.00000,76.436
227.500,75,1.93333,73.963
217.500,65,2.15385,61.275
212.500,65,2.07692,75.603
207.500,65,2.00000,95.316
202.500,65,1.92308,71.942
192.500,55,2.18182,64.034
167.500,45,2.22222,173.237
162.500,45,2.11111,61.824
157.500,45,2.00000,74.050
152.500,45,1.88889,81.837
142.500,35,2.28571,175.901
137.500,35,2.14286,140.470
132.500,35,2.00000,161.940
117.500,25,2.40000,182.940
112.500,25,2.20000,133.875
107.500,25,2.00000,130.527
102.500,25,1.80000,131.262
92.500,15,2.66667,190.232
87.500,15,2.33333,156.591
82.500,15,2.00000,161.879
77.500,15,1.66667,165.703
67.500,5,4.00000,205.844
62.500,5,3.00000,271.691
57.500,5,2.00000,292.159
52.500,5,1.00000,292.416
237.500,75,2.00000,69.452
232.500,75,1.93333,78.532
222.500,65,2.15385,73.836
217.500,65,2.07692,68.636
212.500,65,2.00000,94.276
207.500,65,1.92308,97.829
197.500,55,2.18182,94.323
192.500,55,2.09091,62.933
172.500,45,2.22222,47.195
167.500,45,2.11111,65.438
162.500,45,2.00000,112.048
157.500,45,1.88889,82.685
147.500,35,2.28571,117.421
142.500,35,2.14286,127.197
137.500,35,2.00000,159.016
122.500,25,2.40000,157.119
117.500,25,2.20000,174.003
112.500,25,2.00000,133.012
107.500,25,1.80000,131.198
97.500,15,2.66667,182.598
92.500,15,2.33333,194.767
87.500,15,2.00000,165.649
82.500,15,1.66667,183.765
72.500,5,4.00000,228.348
67.500,5,3.00000,247.038
62.500,5,2.00000,321.374
57.500,5,1.00000,294.355
237.500,75,1.93333,74.770
227.500,65,2.15385,66.743
222.500,65,2.07692,90.247
217.500,65,2.00000,72.038
212.500,65,1.92308,85.116
202.500,55,2.18182,64.605
197.500,55,2.09091,89.435
192.500,55,2.00000,57.937
177.500,45,2.22222,28.339
172.500,45,2.11111,119.537
167.500,45,2.00000,54.293
162.500,45,1.88889,86.775
152.500,35,2.28571,81.042
147.500,35,2.14286,137.703
142.500,35,2.00000,115.947
137.500,35,1.85714,149.350
127.500,25,2.40000,170.396
122.500,25,2.20000,157.623
117.500,25,2.00000,137.530
112.500,25,1.80000,130.510
102.500,15,2.66667,155.001
97.500,15,2.33333,215.224
92.500,15,2.00000,207.993
87.500,15,1.66667,202.718
77.500,5,4.00000,236.176
72.500,5,3.00000,290.804
67.500,5,2.00000,295.950
62.500,5,1.00000,332.535
232.500,65,2.15385,71.605
227.500,65,2.07692,72.778
222.500,65,2.00000,73.448
217.500,65,1.92308,57.470
207.500,55,2.18182,76.166
202.500,55,2.09091,74.755
197.500,55,2.00000,78.973
192.500,55,1.90909,66.553
177.500,45,2.11111,50.608
172.500,45,2.00000,37.892
167.500,45,1.88889,72.387
157.500,35,2.28571,90.134
152.500,35,2.14286,103.751
147.500,35,2.00000,111.278
142.500,35,1.85714,167.974
127.500,25,2.20000,166.456
122.500,25,2.00000,154.600
117.500,25,1.80000,139.804
107.500,15,2.66667,124.254
102.500,15,2.33333,215.892
97.500,15,2.00000,222.786
92.500,15,1.66667,225.735
82.500,5,4.00000,225.488
77.500,5,3.00000,325.311
72.500,5,2.00000,318.849
67.500,5,1.00000,281.694
232.500,65,2.07692,65.767
227.500,65,2.00000,96.000
222.500,65,1.92308,79.546
212.500,55,2.18182,97.594
207.500,55,2.09091,75.422
202.500,55,2.00000,70.331
197.500,55,1.90909,72.983
177.500,45,2.00000,150.795
172.500,45,1.88889,35.629
162.500,35,2.28571,58.029
157.500,35,2.14286,81.546
152.500,35,2.00000,119.228
147.500,35,1.85714,107.660
132.500,25,2.20000,297.642
127.500,25,2.00000,168.517
122.500,25,1.80000,131.274
112.500,15,2.66667,125.401
107.500,15,2.33333,148.080
102.500,15,2.00000,256.091
97.500,15,1.66667,234.112
87.500,5,4.00000,243.575
82.500,5,3.00000,260.615
77.500,5,2.00000,356.127
72.500,5,1.00000,284.924
257.500,75,2.00000,58.145
232.500,65,2.00000,66.661
227.500,65,1.92308,74.779
217.500,55,2.18182,81.892
212.500,55,2.09091,86.986
207.500,55,2.00000,78.038
202.500,55,1.90909,71.323
177.500,45,1.88889,42.929
167.500,35,2.28571,55.117
162.500,35,2.14286,63.126
157.500,35,2.00000,96.426
152.500,35,1.85714,97.256
132.500,25,2.00000,266.534
127.500,25,1.80000,158.103
117.500,15,2.66667,144.455
112.500,15,2.33333,134.113
107.500,15,2.00000,216.773
102.500,15,1.66667,261.624
92.500,5,4.00000,260.963
87.500,5,3.00000,259.307
82.500,5,2.00000,326.026
77.500,5,1.00000,313.461
262.500,75,2.00000,56.945
257.500,75,1.93333,58.868
232.500,65,1.92308,82.234
222.500,55,2.18182,74.627
217.500,55,2.09091,82.416
212.500,55,2.00000,77.346
207.500,55,1.90909,79.525
197.500,45,2.22222,78.840
172.500,35,2.28571,40.147
167.500,35,2.14286,47.515
162.500,35,2.00000,60.217
157.500,35,1.85714,110.136
147.500,25,2.40000,156.085
137.500,25,2.00000,346.595
132.500,25,1.80000,256.046
122.500,15,2.66667,147.149
117.500,15,2.33333,153.993
112.500,15,2.00000,163.287
107.500,15,1.66667,265.995
97.500,5,4.00000,349.580
92.500,5,3.00000,288.280
87.500,5,2.00000,281.804
82.500,5,1.00000,309.337
267.500,75,2.00000,75.148
262.500,75,1.93333,60.396
252.500,65,2.15385,63.433
227.500,55,2.18182,72.306
222.500,55,2.09091,80.668
217.500,55,2.00000,76.943
212.500,55,1.90909,93.848
202.500,45,2.22222,126.944
197.500,45,2.11111,72.228
177.500,35,2.28571,37.190
172.500,35,2.14286,34.094
167.500,35,2.00000,23.499
162.500,35,1.85714,67.713
152.500,25,2.40000,159.501
137.500,25,1.80000,346.095
127.500,15,2.66667,139.991
122.500,15,2.33333,154.209
117.500,15,2.00000,170.344
112.500,15,1.66667,249.406
102.500,5,4.00000,227.866
97.500,5,3.00000,396.984
92.500,5,2.00000,304.847
87.500,5,1.00000,338.396
272.500,75,2.00000,158.535
267.500,75,1.93333,74.423
257.500,65,2.15385,105.429
252.500,65,2.07692,57.690
227.500,55,2.09091,76.598
222.500,55,2.00000,75.715
217.500,55,1.90909,77.360
207.500,45,2.22222,72.876
202.500,45,2.11111,106.295
197.500,45,2.00000,81.315
182.500,35,2.28571,51.648
177.500,35,2.14286,43.787
172.500,35,2.00000,39.331
167.500,35,1.85714,34.744
157.500,25,2.40000,83.522
152.500,25,2.20000,134.636
142.500,25,1.80000,291.736
132.500,15,2.66667,127.134
127.500,15,2.33333,139.885
122.500,15,2.00000,167.198
117.500,15,1.66667,213.513
107.500,5,4.00000,266.711
102.500,5,3.00000,275.506
97.500,5,2.00000,417.898
92.500,5,1.00000,280.907
277.500,75,2.00000,57.277
272.500,75,1.93333,103.869
262.500,65,2.15385,51.261
257.500,65,2.07692,161.895
252.500,65,2.00000,63.308
227.500,55,2.00000,74.478
222.500,55,1.90909,78.179
212.500,45,2.22222,79.871
207.500,45,2.11111,60.085
202.500,45,2.00000,93.828
197.500,45,1.88889,76.566
182.500,35,2.14286,57.458
177.500,35,2.00000,42.951
172.500,35,1.85714,38.262
162.500,25,2.40000,32.474
157.500,25,2.20000,99.677
137.500,15,2.66667,294.625
132.500,15,2.33333,132.403
127.500,15,2.00000,151.159
122.500,15,1.66667,184.199
112.500,5,4.00000,309.215
107.500,5,3.00000,278.501
102.500,5,2.00000,288.683
97.500,5,1.00000,375.712
282.500,75,2.00000,77.691
277.500,75,1.93333,64.244
267.500,65,2.15385,52.778
262.500,65,2.07692,56.673
257.500,65,2.00000,226.309
252.500,65,1.92308,62.719
227.500,55,1.90909,75.912
217.500,45,2.22222,116.222
212.500,45,2.11111,79.958
207.500,45,2.00000,73.222
202.500,45,1.88889,132.711
182.500,35,2.00000,57.912
177.500,35,1.85714,43.624
167.500,25,2.40000,40.385
162.500,25,2.20000,37.680
157.500,25,2.00000,97.353
142.500,15,2.66667,437.517
137.500,15,2.33333,210.291
132.500,15,2.00000,130.985
127.500,15,1.66667,169.388
117.500,5,4.00000,343.091
112.500,5,3.00000,304.233
107.500,5,2.00000,320.264
102.500,5,1.00000,249.987
287.500,75,2.00000,102.705
282.500,75,1.93333,68.167
272.500,65,2.15385,59.090
267.500,65,2.07692,53.248
262.500,65,2.00000,68.601
257.500,65,1.92308,238.667
247.500,55,2.18182,61.117
222.500,45,2.22222,87.616
217.500,45,2.11111,96.862
212.500,45,2.00000,81.323
207.500,45,1.88889,76.032
182.500,35,1.85714,58.519
172.500,25,2.40000,66.999
167.500,25,2.20000,29.571
162.500,25,2.00000,54.523
147.500,15,2.66667,401.916
142.500,15,2.33333,401.291
137.500,15,2.00000,226.121
132.500,15,1.66667,149.976
122.500,5,4.00000,435.351
117.500,5,3.00000,351.322
112.500,5,2.00000,326.112
107.500,5,1.00000,304.435
292.500,75,2.00000,63.821
287.500,75,1.93333,113.750
277.500,65,2.15385,91.924
272.500,65,2.07692,61.983
267.500,65,2.00000,57.016
262.500,65,1.92308,68.230
252.500,55,2.18182,57.851
247.500,55,2.09091,75.162
222.500,45,2.11111,87.465
217.500,45,2.00000,99.852
212.500,45,1.88889,83.550
202.500,35,2.28571,80.768
177.500,25,2.40000,44.426
172.500,25,2.20000,95.409
167.500,25,2.00000,33.867
162.500,25,1.80000,50.766
152.500,15,2.66667,278.541
147.500,15,2.33333,394.492
142.500,15,2.00000,318.848
137.500,15,1.66667,202.516
127.500,5,4.00000,218.993
122.500,5,3.00000,487.311
117.500,5,2.00000,313.252
112.500,5,1.00000,304.559
297.500,75,2.00000,52.616
292.500,75,1.93333,62.754
282.500,65,2.15385,62.510
277.500,65,2.07692,77.479
272.500,65,2.00000,58.114
267.500,65,1.92308,60.697
257.500,55,2.18182,64.250
252.500,55,2.09091,59.132
247.500,55,2.00000,65.303
222.500,45,2.00000,87.115
217.500,45,1.88889,120.961
207.500,35,2.28571,127.888
202.500,35,2.14286,85.675
182.500,25,2.40000,61.609
177.500,25,2.20000,56.763
172.500,25,2.00000,58.106
167.500,25,1.80000,48.335
152.500,15,2.33333,295.578
147.500,15,2.00000,383.902
142.500,15,1.66667,332.887
132.500,5,4.00000,181.072
127.500,5,3.00000,297.177
122.500,5,2.00000,442.801
117.500,5,1.00000,270.220
302.500,75,2.00000,82.908
297.500,75,1.93333,62.724
287.500,65,2.15385,75.873
282.500,65,2.07692,59.650
277.500,65,2.00000,76.343
272.500,65,1.92308,62.561
262.500,55,2.18182,227.070
257.500,55,2.09091,57.906
252.500,55,2.00000,69.938
247.500,55,1.90909,68.319
222.500,45,1.88889,91.314
212.500,35,2.28571,102.370
207.500,35,2.14286,105.058
202.500,35,2.00000,90.455
187.500,25,2.40000,76.455
182.500,25,2.20000,60.172
177.500,25,2.00000,80.354
172.500,25,1.80000,63.033
157.500,15,2.33333,95.341
152.500,15,2.00000,315.988
147.500,15,1.66667,356.421
137.500,5,4.00000,197.795
132.500,5,3.00000,215.467
127.500,5,2.00000,308.117
122.500,5,1.00000,321.767
307.500,75,2.00000,73.257
302.500,75,1.93333,59.370
292.500,65,2.15385,92.517
287.500,65,2.07692,74.557
282.500,65,2.00000,54.876
277.500,65,1.92308,65.058
267.500,55,2.18182,58.484
262.500,55,2.09091,124.059
257.500,55,2.00000,58.804
252.500,55,1.90909,64.474
242.500,45,2.22222,74.188
217.500,35,2.28571,99.416
212.500,35,2.14286,106.545
207.500,35,2.00000,115.812
202.500,35,1.85714,98.533
187.500,25,2.20000,77.607
182.500,25,2.00000,70.652
177.500,25,1.80000,59.099
157.500,15,2.00000,106.276
152.500,15,1.66667,309.072
142.500,5,4.00000,389.816
137.500,5,3.00000,207.280
132.500,5,2.00000,253.904
127.500,5,1.00000,209.231
312.500,75,2.00000,63.234
307.500,75,1.93333,92.536
297.500,65,2.15385,76.262
292.500,65,2.07692,144.739
287.500,65,2.00000,58.200
282.500,65,1.92308,58.893
272.500,55,2.18182,59.893
267.500,55,2.09091,57.865
262.500,55,2.00000,55.281
257.500,55,1.90909,76.393
247.500,45,2.22222,70.394
242.500,45,2.11111,79.013
217.500,35,2.14286,115.219
212.500,35,2.00000,115.969
207.500,35,1.85714,171.881
187.500,25,2.00000,76.754
182.500,25,1.80000,85.515
172.500,15,2.66667,60.192
162.500,15,2.00000,73.888
157.500,15,1.66667,137.037
147.500,5,4.00000,488.819
142.500,5,3.00000,410.126
137.500,5,2.00000,237.176
132.500,5,1.00000,226.169
317.500,75,2.00000,48.155
312.500,75,1.93333,50.787
302.500,65,2.15385,50.874
297.500,65,2.07692,48.904
292.500,65,2.00000,110.136
287.500,65,1.92308,43.369
277.500,55,2.18182,76.214
272.500,55,2.09091,73.344
267.500,55,2.00000,62.803
252.500,45,2.22222,75.827
247.500,45,2.11111,71.402
242.500,45,2.00000,67.251
217.500,35,2.00000,115.961
212.500,35,1.85714,121.633
187.500,25,1.80000,84.774
177.500,15,2.66667,155.312
162.500,15,1.66667,77.027
152.500,5,4.00000,203.849
147.500,5,3.00000,402.652
142.500,5,2.00000,337.653
137.500,5,1.00000,191.702
322.500,75,2.00000,93.145
317.500,75,1.93333,65.948
307.500,65,2.15385,89.974
302.500,65,2.07692,74.159
297.500,65,2.00000,73.341
292.500,65,1.92308,83.515
282.500,55,2.18182,73.410
277.500,55,2.09091,77.747
272.500,55,2.00000,58.111
267.500,55,1.90909,57.627
257.500,45,2.22222,67.892
252.500,45,2.11111,72.968
247.500,45,2.00000,70.691
242.500,45,1.88889,71.546
217.500,35,1.85714,120.232
207.500,25,2.40000,139.045
182.500,15,2.66667,62.700
177.500,15,2.33333,80.202
167.500,15,1.66667,62.146
157.500,5,4.00000,125.991
152.500,5,3.00000,195.262
147.500,5,2.00000,318.824
142.500,5,1.00000,289.904
327.500,75,2.00000,51.173
322.500,75,1.93333,70.350
312.500,65,2.15385,53.354
307.500,65,2.07692,79.399
302.500,65,2.00000,59.941
297.500,65,1.92308,67.987
287.500,55,2.18182,53.363
282.500,55,2.09091,103.087
277.500,55,2.00000,85.223
272.500,55,1.90909,60.990
262.500,45,2.22222,59.837
257.500,45,2.11111,76.413
252.500,45,2.00000,72.436
247.500,45,1.88889,71.349
237.500,35,2.28571,79.889
212.500,25,2.40000,145.847
207.500,25,2.20000,152.575
187.500,15,2.66667,68.201
182.500,15,2.33333,86.688
162.500,5,4.00000,110.606
157.500,5,3.00000,132.308
152.500,5,2.00000,212.158
147.500,5,1.00000,256.595
327.500,75,1.93333,81.604
317.500,65,2.15385,71.565
312.500,65,2.07692,53.478
307.500,65,2.00000,123.933
302.500,65,1.92308,82.957
292.500,55,2.18182,9.401
287.500,55,2.09091,28.851
277.500,55,1.90909,23.226
267.500,45,2.22222,199.168
262.500,45,2.11111,74.543
257.500,45,2.00000,67.927
252.500,45,1.88889,74.398
242.500,35,2.28571,79.903
237.500,35,2.14286,82.133
212.500,25,2.20000,163.466
207.500,25,2.00000,200.222
192.500,15,2.66667,121.151
187.500,15,2.33333,38.774
182.500,15,2.00000,29.956
167.500,5,4.00000,83.257
162.500,5,3.00000,97.842
157.500,5,2.00000,173.981
152.500,5,1.00000,308.433
337.500,75,2.00000,35.977
332.500,75,1.93333,35.563
322.500,65,2.15385,68.508
317.500,65,2.07692,52.107
312.500,65,2.00000,44.378
307.500,65,1.92308,51.007
292.500,55,2.09091,37.139
287.500,55,2.00000,68.757
282.500,55,1.90909,88.133
272.500,45,2.22222,61.645
262.500,45,2.00000,79.057
257.500,45,1.88889,86.410
247.500,35,2.28571,89.810
242.500,35,2.14286,102.044
237.500,35,2.00000,110.604
212.500,25,2.00000,266.968
207.500,25,1.80000,285.039
192.500,15,2.33333,123.990
187.500,15,2.00000,71.611
172.500,5,4.00000,67.192
167.500,5,3.00000,100.847
162.500,5,2.00000,130.750
157.500,5,1.00000,323.063
342.500,75,2.00000,61.937
337.500,75,1.93333,45.379
327.500,65,2.15385,89.105
322.500,65,2.07692,58.511
317.500,65,2.00000,64.086
312.500,65,1.92308,106.928
302.500,55,2.18182,58.116
297.500,55,2.09091,63.726
292.500,55,2.00000,56.888
287.500,55,1.90909,72.608
277.500,45,2.22222,62.015
272.500,45,2.11111,100.144
267.500,45,2.00000,92.731
262.500,45,1.88889,76.026
252.500,35,2.28571,80.900
247.500,35,2.14286,94.782
242.500,35,2.00000,96.720
237.500,35,1.85714,108.825
212.500,25,1.80000,247.487
192.500,15,2.00000,113.491
187.500,15,1.66667,51.957
177.500,5,4.00000,74.266
172.500,5,3.00000,80.579
167.500,5,2.00000,166.468
162.500,5,1.00000,342.689
347.500,75,2.00000,60.916
342.500,75,1.93333,54.573
332.500,65,2.15385,57.157
327.500,65,2.07692,54.740
322.500,65,2.00000,68.155
317.500,65,1.92308,60.377
307.500,55,2.18182,66.732
302.500,55,2.09091,56.675
297.500,55,2.00000,13.479
292.500,55,1.90909,74.137
282.500,45,2.22222,54.463
277.500,45,2.11111,53.531
272.500,45,2.00000,60.376
267.500,45,1.88889,156.018
257.500,35,2.28571,74.010
252.500,35,2.14286,81.683
247.500,35,2.00000,77.605
242.500,35,1.85714,90.260
232.500,25,2.40000,103.710
192.500,15,1.66667,109.857
177.500,5,3.00000,89.376
172.500,5,2.00000,154.610
167.500,5,1.00000,422.037
347.500,75,1.93333,64.816
337.500,65,2.15385,75.309
332.500,65,2.07692,68.495
327.500,65,2.00000,97.394
322.500,65,1.92308,73.649
312.500,55,2.18182,116.129
307.500,55,2.09091,51.373
302.500,55,2.00000,43.728
297.500,55,1.90909,19.615
282.500,45,2.11111,34.385
277.500,45,2.00000,85.656
272.500,45,1.88889,62.260
262.500,35,2.28571,64.431
257.500,35,2.14286,63.752
252.500,35,2.00000,71.511
247.500,35,1.85714,68.931
237.500,25,2.40000,89.173
232.500,25,2.20000,72.844
182.500,5,3.00000,117.497
177.500,5,2.00000,135.472
172.500,5,1.00000,343.523
357.500,75,2.00000,46.969
352.500,75,1.93333,56.379
337.500,65,2.07692,53.704
332.500,65,2.00000,42.846
327.500,65,1.92308,46.854
317.500,55,2.18182,58.558
312.500,55,2.09091,77.937
307.500,55,2.00000,47.708
302.500,55,1.90909,46.508
292.500,45,2.22222,65.145
287.500,45,2.11111,48.802
282.500,45,2.00000,35.190
277.500,45,1.88889,54.181
267.500,35,2.28571,58.463
262.500,35,2.14286,57.477
257.500,35,2.00000,66.060
252.500,35,1.85714,63.335
242.500,25,2.40000,70.181
237.500,25,2.20000,77.101
232.500,25,2.00000,73.066
182.500,5,2.00000,162.720
177.500,5,1.00000,338.532
362.500,75,2.00000,50.120
357.500,75,1.93333,51.787
347.500,65,2.15385,27.582
342.500,65,2.07692,133.123
337.500,65,2.00000,65.220
332.500,65,1.92308,89.428
322.500,55,2.18182,59.963
317.500,55,2.09091,70.790
312.500,55,2.00000,45.377
307.500,55,1.90909,49.010
297.500,45,2.22222,58.031
292.500,45,2.11111,51.407
287.500,45,2.00000,19.253
282.500,45,1.88889,128.771
272.500,35,2.28571,89.865
267.500,35,2.14286,56.096
262.500,35,2.00000,52.320
257.500,35,1.85714,61.638
247.500,25,2.40000,73.413
242.500,25,2.20000,98.291
237.500,25,2.00000,72.361
232.500,25,1.80000,93.613
197.500,5,4.00000,92.536
187.500,5,2.00000,90.719
182.500,5,1.00000,303.432
367.500,75,2.00000,33.249
362.500,75,1.93333,53.337
352.500,65,2.15385,40.887
347.500,65,2.07692,34.753
342.500,65,2.00000,64.287
337.500,65,1.92308,54.827
327.500,55,2.18182,43.604
322.500,55,2.09091,40.116
317.500,55,2.00000,55.494
312.500,55,1.90909,47.849
302.500,45,2.22222,77.162
297.500,45,2.11111,65.988
292.500,45,2.00000,48.166
287.500,45,1.88889,28.182
277.500,35,2.28571,58.935
272.500,35,2.14286,74.973
267.500,35,2.00000,49.194
262.500,35,1.85714,56.108
252.500,25,2.40000,61.198
247.500,25,2.20000,58.834
242.500,25,2.00000,67.297
237.500,25,1.80000,67.117
227.500,15,2.66667,68.045
187.500,5,1.00000,266.803
367.500,75,1.93333,29.448
352.500,65,2.07692,14.228
347.500,65,2.00000,56.956
342.500,65,1.92308,65.148
332.500,55,2.18182,38.297
327.500,55,2.09091,75.067
322.500,55,2.00000,50.702
317.500,55,1.90909,59.391
307.500,45,2.22222,17.737
292.500,45,1.88889,31.306
282.500,35,2.28571,53.229
277.500,35,2.14286,59.560
267.500,35,1.85714,35.303
257.500,25,2.40000,43.028
252.500,25,2.20000,54.104
247.500,25,2.00000,96.970
242.500,25,1.80000,50.137
227.500,15,2.33333,58.785
192.500,5,1.00000,160.614
377.500,75,2.00000,12.164
372.500,75,1.93333,25.930
362.500,65,2.15385,37.357
357.500,65,2.07692,11.780
352.500,65,2.00000,20.125
347.500,65,1.92308,50.822
337.500,55,2.18182,27.498
332.500,55,2.09091,40.344
327.500,55,2.00000,30.526
322.500,55,1.90909,55.715
312.500,45,2.22222,59.412
307.500,45,2.11111,48.742
302.500,45,2.00000,60.995
297.500,45,1.88889,39.944
287.500,35,2.28571,23.848
